HITID,CASE,COMPANY,HOW_CONDUCT_WAS_DISCOVERED,Worker,Answer,Date
3HEM8MA6H9CWCGUK6E7IXU4NRT9PQP,225,SUN MICROSYSTEMS,"Sun described the ongoing investigation as follows in its SEC Form 10-K filed on August 28, 2009:""During fiscal year 2009, we identified activities that may have violated the Foreign Corrupt Practices Act (FCPA) or relevant foreign statutes. We initiated independent investigations with the assistance of outside counsel and are continuing to investigate where necessary and to take remedial action. We made voluntary disclosures with respect to these matters to the Department of Justice, Securities and Exchange Commission and certain foreign government agencies. We are cooperating with these governmental entities and the outcome of these, or any future matters, cannot be predicted. We monitor our international operations, and we may identify activities in the future that may violate the FCPA or relevant foreign statutes. The FCPA and the relevant foreign statutes and regulations provide for potential monetary penalties, criminal sanctions and in some cases debarment from doing government business, any of which could have a material effect on our business.""Sun was acquired by Oracle Corporation in January 2010.  Recent Oracle filings have not discussed the FCPA investigation into Sun.",A27PBC5O3Z5ZED,Yes,2015-04-07 23:41:30 UTC
3BA7SXOG1JQBIPA3XCU7GYJ2Y5B8RP,226,TALECRIS,"Talecris described the ongoing investigation as follows in its Form 10-K filed with the U.S. Securities & Exchange Commission (""SEC"") on 23 February 2011:""We are conducting an internal investigation into potential violations of the Foreign Corrupt Practices Act (FCPA) that we became aware of during the conduct of an unrelated review. The FCPA investigation is being conducted by outside counsel under the direction of a special committee of our board of directors. The investigation initially focused on sales to certain Eastern European and Middle Eastern countries, primarily Belarus, Russia and Iran, but we are also reviewing sales practices in Brazil, Bulgaria, China, Georgia, Libya, Poland, Turkey, Ukraine and other countries as deemed appropriate.""In July 2009, we voluntarily contacted the U.S. Department of Justice (DOJ) to advise them of the investigation and to offer our cooperation in any investigation that they want to conduct or they want us to conduct. The DOJ has not indicated what action it may take, if any, against us or any individual, or the extent to which it may conduct its own investigation. Even though we selfdisclosed this matter to the DOJ, it or other federal agencies may seek to impose sanctions on us that may include, among other things, debarment, injunctive relief, disgorgement, fines, penalties, appointment of a monitor, appointment of new control staff, or enhancement of existing compliance and training programs. Other countries in which we do business may initiate their own investigations and impose similar penalties. As a result of this investigation, we suspended shipments to some of these countries while we put additional safeguards in place. In some cases, safeguards involved terminating consultants and suspending relations with or terminating distributors in countries under investigation as circumstances warranted. These actions unfavorably affected revenue from these countries in 2010 and 2009. We have resumed sales in countries where we believe we have appropriate safeguards in place and are reallocating product to other countries as necessary. To the extent that we conclude, or the DOJ concludes, that we cannot implement adequate safeguards or otherwise need to change our business practices, distributors, or consultants in affected countries or other countries, this may result in a permanent loss of business from those countries. We expect to complete our internal FCPA investigation and present our findings to the DOJ in 2011. The preliminary findings of our investigation indicate that it is probable that there were FCPA violations by persons associated with us that the DOJ or other regulators may assert are attributable to us. Given the preliminary nature of our findings, our continuing investigation and the uncertainties regarding this matter, we are unable to estimate the financial outcome. Any such sanctions or loss of business could have a material adverse effect on us or our results of operations financial condition, or cash flows.""",AAXYYH9MI3PJM,No,2015-04-07 23:39:05 UTC
3B623HUYJ4QNJ4AGC1UC68OYK7U8SD,227,TEAM,"Team described the (at the time) ongoing investigation as follows in its SEC Form 10-Q filed on January 7, 2011:""During an internal management review of our TMS branch operations in Trinidad in the Spring of 2009, employees informed us of allegations of improper payments made by local employees of our wholly-owned Trinidad subsidiary to employees of certain customers, including foreign government owned enterprises. These improper payments may constitute violations of the U.S. Foreign Corrupt Practices Act (‰ÛÏFCPA‰Ûù) or other applicable laws. Consequently, the Audit Committee of our Board of Directors (the ‰ÛÏAudit Committee‰Ûù) conducted an investigation of those allegations with the assistance of independent outside counsel. We voluntarily disclosed information relating to the initial allegations, the investigation and the findings to the U.S. Department of Justice (‰ÛÏDOJ‰Ûù) and to the SEC.The report of the independent investigator was delivered to the Audit Committee of our BOD in March 2010 and to the DOJ and SEC in May 2010. We have not been contacted by the SEC or DOJ since the May 2010 report of the independent investigator. The investigation concluded that improper payments of limited size were made to employees of foreign government owned enterprises in Trinidad, but determined that the improper payments were not made, or authorized by, employees outside the one TMS Trinidad branch. The investigation of our other foreign operations did not result in any findings of significance and management has remediated all matters identified in the investigation. Based upon the results of the investigation, we believe that the total of the improper payments to government owned enterprises over the past five years did not exceed $50,000. The total annual revenues from the impacted TMS Trinidad branch represent less than one percent of our annual consolidated revenues for all years presented. While the DOJ and SEC have not concluded their review, our management continues to believe that any possible violations of the FCPA are limited in size and scope.Since the commencement of the investigation in 2009, we have expended an aggregate of approximately $3.2 million on legal and other professional services related to this investigation. The FCPA and related statutes and regulations provide for potential monetary penalties, disgorgement and interest, as well as criminal and civil sanctions in connection with violations of the FCPA and other applicable laws. It is possible that monetary penalties could be assessed against us or that we enter into a settlement with the U.S. government and other foreign governmental agencies in connection with this matter resulting in monetary payments. The nature, timing and amount of any monetary penalties depend on a number of factors which cannot reasonably be estimated at this time. As a result, we have not recorded any provision for monetary penalties or other costs related to potential criminal and civil sanctions.""",AHP3TKMY58D8Z,Yes,2015-04-07 23:46:18 UTC
31KSVEGZ34SM8Q6LVFADUEMOGCERWN,228,TENARIS,"Tenaris SA had described the (at the time ongoing) investigation as follows in its SEC Form 20-F filed on June 30, 2010:‰ÛÏThe Company has learned from one of its customers in Central Asia that certain sales agency payments made by one of the Company‰Ûªs subsidiaries may have improperly benefited employees of the customer and other persons. These payments may have violated certain applicable laws, including the U.S. FCPA (‰ÛÏForeign corrupt practices act‰Ûù). The Audit Committee of the Company‰Ûªs Board of Directors has engaged external counsel in connection with a review of these payments and related matters, and the Company has voluntarily notified the U.S. Securities and Exchange Commission and the U.S. Department of Justice. The Company will share the results of this review with the appropriate regulatory agencies, and will cooperate with any investigations that may be conducted by such agencies. At this time, the Company cannot predict the outcome of these matters or estimate the range of potential loss or extent of risk, if any, to the Company‰Ûªs business that may result from resolution of these matters.‰Ûù",A3G9MSZVWB7W42,Yes,2015-04-07 23:37:41 UTC
34XASH8KLQM5R1WSEL01GLKIHSCMPZ,229,TIDEWATER,"Tidewater described the (at the time, ongoing) investigation as follows in its 2008 SEC Form 10-K:‰ÛÏThe company previously reported that in the early spring of 2007, its Audit Committee engaged special counsel to conduct an internal investigation into certain practices of the company or certain related parties which practices had been identified as raising potential concerns under the United States Foreign Corrupt Practices Act (FCPA). The investigation initially focused on the procurement, through the use of a third party agent, of temporary importation permits for its vessels operating in Nigeria, but thereafter expanded to review certain aspects of operations in Nigeria, Angola and certain other countries in West Africa, Indonesia, Egypt and Azerbaijan. The investigation in certain of these additional areas of operations focused on customs, immigration and marketing practices, as well as measures taken by the company or related parties in certain of these jurisdictions to obtain local tax relief or abatement. In addition, with the approval of the Audit Committee, special counsel conducted a more limited review of certain aspects of the company‰Ûªs or related parties‰Ûª operations in other selected countries. Pending any additional investigation that may be requested by the United States Department of Justice or the United States Securities and Exchange Commission, special counsel has substantially completed its investigation and its more limited review and reported its findings to the Audit Committee in late May 2008. During the course of its investigation, special counsel identified and periodically reported to the Audit Committee certain weaknesses in the company‰Ûªs FCPA compliance program, as well as certain practices that needed correction, and the company has diligently responded to counsel‰Ûªs observations and recommendations to upgrade its overall compliance posture. In addition, the company has independently pursued, under the guidance of its senior management and the Board of Directors, the development and implementation of a more robust FCPA compliance and training program for its employees and agents. As part of that effort, the company appointed its newly-hired general counsel as its chief compliance officer with responsibility for FCPA compliance. From time to time during the investigation, special counsel has been providing the Department of Justice and the Securities and Exchange Commission with informational updates and interim findings, and the company expects that, in the very near future, special counsel will be reporting additional findings of its investigation to the Department of Justice and the Securities and Exchange Commission. As part of its continuing cooperation with these agencies, the company entered into an agreement with the Department of Justice effective as of January 10, 2008 to toll certain statutes of limitations for a nine month period ending on October 10, 2008. The agreement expressly provides that it does not constitute an admission by the company of any facts or of any wrongdoing. The company is unable to predict whether either agency will separately pursue legal or administrative action against the company or any of its employees, or what potential remedies or sanctions, if any, these agencies may seek. These agencies have requested certain documents and information, and the company has been voluntarily cooperating with those requests. In the meantime, however, after considering the findings reported by special counsel, management and the Board of Directors have initiated disciplinary measures against company employees implicated by the findings of the investigation. Based on the findings of the investigation reported to the company and the Audit Committee to date, the company has not concluded that any potential liability that may result from an investigation or enforcement action by the Department of Justice or the Securities and Exchange Commission is both probable and reasonably estimable, and, thus, no accrual has been recorded as of March 31, 2008. Should additional information be obtained, the company will record a provision when the amount is probable and reasonably estimable. While uncertain, ultimate resolution with one or both of these agencies could have a material adverse effect on the company‰Ûªs results of operations or cash flows.‰Ûù",AS9E0S6DBSWH7,Yes,2015-04-07 23:40:49 UTC
3DGDV62G7O9FKXSZ43HH1C6KBNVP2B,230,TRANSOCEAN / GLOBAL SANTA FE,"Transocean described the (at the time, ongoing) investigation as follows in its 2009 SEC Form 10-K:‰ÛÏFailure to comply with the U.S. Foreign Corrupt Practices Act could result in fines, criminal penalties, drilling contract terminations and an adverse effect on our business. As an international company, we are subject to many laws and regulations, including but not limited to the U.S. Foreign Corrupt Practices Act (‰ÛÏFCPA‰Ûù). We are currently involved in several investigations by the U.S. Department of Justice and the SEC involving our operations and whether or not we or any of our employees have violated the FCPA. We cannot predict the ultimate outcome of any current or future investigations, the total costs to be incurred in completing such investigations, the potential impact on personnel, the effect of implementing any further measures that may be necessary to ensure full compliance with applicable laws or to what extent, if at all, we could be subject to fines, sanctions or other penalties which could be material under certain circumstances. Our current investigations include a review of amounts paid to and by customs brokers in connection with the obtaining of permits for the temporary importation of vessels and the clearance of goods and materials. These permits and clearances are necessary in order for us to operate our vessels in certain jurisdictions. There is a risk that we may not be able to obtain import permits or renew temporary importation permits in West African countries, including Nigeria, in a manner that complies with the FCPA. As a result, we may not have the means to renew temporary importation permits for rigs located in the relevant jurisdictions as they expire or to send goods and equipment into those jurisdictions, in which event we may be forced to terminate the pending drilling contracts and relocate the rigs or leave the rigs in these countries and risk permanent importation issues, either of which could have an adverse effect on our financial results. In addition, termination of drilling contracts could result in damage claims by customers. Following the completion of existing investigations, we will continue to be subject to the FCPA and these risks. See ‰ÛÏItem 7. Management‰Ûªs Discussion and Analysis of Financial Condition and Results of Operations‰ÛÓOutlook‰ÛÒRegulatory Matters.‰Ûù......Regulatory matters‰ÛÓIn June 2007, GlobalSantaFe‰Ûªs management retained outside counsel to conduct an internal investigation of its Nigerian and West African operations, focusing on brokers who handled customs matters with respect to its affiliates operating in those jurisdictions and whether those brokers have fully complied with the U.S. Foreign Corrupt Practices Act (‰ÛÏFCPA‰Ûù) and local laws. GlobalSantaFe commenced its investigation following announcements by other oilfield service companies that they were independently investigating the FCPA implications of certain actions taken by third parties in respect of customs matters in connection with their operations in Nigeria, as well as another company‰Ûªs announced settlement implicating a third party handling customs matters in Nigeria. In each case, the customs broker was reported to be Panalpina Inc., which GlobalSantaFe used to obtain temporary import permits for its rigs operating offshore Nigeria. GlobalSantaFe voluntarily disclosed its internal investigation to the U.S. Department of Justice (the ‰ÛÏDOJ‰Ûù) and the Securities and Exchange Commission (‰ÛÏSEC‰Ûù) and, at their request, expanded its investigation to include the activities of its customs brokers in certain other African countries. The investigation is focusing on whether the brokers have fully complied with the requirements of their contracts, local laws and the FCPA and GlobalSantaFe‰Ûªs possible involvement in any inappropriate or illegal conduct in connection with such brokers. In late November 2007, GlobalSantaFe received a subpoena from the SEC for documents related to its investigation. In addition, the SEC advised GlobalSantaFe that it had issued a formal order of investigation. After the completion of the merger with GlobalSantaFe, outside counsel began formally reporting directly to the audit committee of our board of directors. Our legal representatives are keeping the DOJ and SEC apprised of the scope and details of their investigation and producing relevant information in response to their requests. On July 25, 2007, our legal representatives met with the DOJ in response to a notice we received requesting such a meeting regarding our engagement of Panalpina Inc. for freight forwarding and other services in the U.S. and abroad. The DOJ informed us that it was conducting an investigation of alleged FCPA violations by oil service companies who used Panalpina Inc. and other brokers in Nigeria and other parts of the world. We developed an investigative plan which has continued to be amended and which would allow us to review and produce relevant and responsive information requested by the DOJ and SEC. The investigation was expanded to include one of our agents for Nigeria. This investigation and the legacy GlobalSantaFe investigation are being conducted by outside counsel who reports directly to the audit committee of our board of directors. The investigation has focused on whether the agent and the customs brokers have fully complied with the terms of their respective agreements, the FCPA and local laws and the company‰Ûªs and its employees‰Ûª possible involvement in any inappropriate or illegal conduct in connection with such brokers and agent. Our outside counsel has coordinated their efforts with the DOJ and the SEC with respect to the implementation of our investigative plan, including keeping the DOJ and SEC apprised of the scope and details of the investigation and producing relevant information in response to their requests. The SEC has also now issued a formal order of investigation in this case and issued a subpoena for further information, including information related to the U.S. Treasury Department‰Ûªs Office of Foreign Assets Control (‰ÛÏOFAC‰Ûù) investigation described below. Our internal compliance program has detected a potential violation of U.S. sanctions regulations in connection with the shipment of goods to our operations in Turkmenistan. Goods bound for our rig in Turkmenistan were shipped through Iran by a freight forwarder. Iran is subject to a number of economic regulations, including sanctions administered by OFAC, and comprehensive restrictions on the export and re-export of U.S.-origin items to Iran. Iran has been designated as a state sponsor of terrorism by the U.S. State Department. Failure to comply with applicable laws and regulations relating to sanctions and export restrictions may subject us to criminal sanctions and civil remedies, including fines, denial of export privileges, injunctions or seizures of our assets. See ‰ÛÏItem 1A. Risk Factors‰ÛÒOur non-U.S. operations involve additional risks not associated with our U.S. operations.‰Ûù We have self-reported the potential violation to OFAC and retained outside counsel who conducted an investigation of the matter and submitted a report to OFAC. We are continuing to cooperate with the DOJ, SEC and OFAC. We expect these investigations will continue to result in the incurrence of significant legal fees and related expenses as well as involve significant management time. We cannot predict the ultimate outcome of these investigations, the total costs to be incurred in completing the investigations, the potential impact on personnel, the effect of implementing any further measures that may be necessary to ensure full compliance with applicable laws or to what extent, if at all, we could be subject to fines, sanctions or other penalties. In response to these investigations, we have implemented measures to strengthen and expand our compliance program and training.In addition, from time to time, we receive inquiries from governmental regulatory agencies regarding our operations around the world, including inquiries with respect to types of matters similar to those described above. To the extent appropriate under the circumstances, we investigate such matters, respond to such inquiries and cooperate with the regulatory agencies. Although we are unable to predict the outcome of any of these matters, we do not expect the liability, if any, resulting from these inquiries to have a material adverse effect on our consolidated statement of financial position, results of operations or cash flows.‰ÛùTo this statement the company added, in its SEC Form 10-K filed on 27 February 2012, that it had also received an SEC subpoena regarding posssible OFAC violations in Myanmar.",A2HESXT4DAGASU,No,2015-04-07 23:42:20 UTC
3JTPR5MTZSC683E69UE732NX1NG5KR,231,TYCO INTERNATIONAL / TYCO ELECTRONICS / COVIDIEN,"Following the entry of a civil judgment in an FCPA action in 2006, the Company undertook an FCPA review of all of its operating entities, including 454 companies in 50 countries.  This investigation uncovered the violations alleged in the 2012 complaint.",A2WGW5Y3ZFBDEC,Yes,2015-04-07 23:55:07 UTC
3OCZWXS7ZO7HS9WOUUQ8I20CQNL5LU,232,UNIVERSAL CORPORATION,Universal Corp.'s Audit Committee retained outside counsel to conduct an internal investigation because of a call to the company's Ethics Complaint hotline.  The company then voluntarily disclosed the matter to the DOJ and SEC.,A2HESXT4DAGASU,Yes,2015-04-07 23:49:37 UTC
3WYZV0QBFJDEHJUM9NK9WIVR7SGXB8,233,VERAZ NETWORKS,"Veraz Networks described the (at the time ongoing) investigation as follows in its 2009 SEC Form 10-K:""On April 3, 2008, the Company received a letter from the SEC informing it that the SEC was conducting a confidential inquiry, or SEC Inquiry, and requesting that the Company voluntarily produce documents in connection with the SEC Inquiry. On April 5, 2008, the Company‰Ûªs Board of Directors appointed a special committee, or Special Committee, consisting entirely of independent directors to cooperate with the SEC in connection with the SEC Inquiry and to oversee an independent investigation into the matters raised by the SEC Inquiry. Keker & Van Nest LLP, or Independent Counsel, was retained as independent counsel to conduct an investigation. Keker & Van Nest LLP had not previously represented the Company in any matters. On July 17, 2008, Independent Counsel reported their findings to representatives of the SEC and, on July 21, 2008, provided to the SEC copies of certain documents collected by Independent Counsel during the course of its independent investigation. The Company provided all the requested documents to SEC. As a result of the SEC Inquiry, the Company was not able to file timely its quarterly report on Form 10-Q for the first quarter ended March 31, 2008 and, on May 21, 2008, the Company received a notification letter from NASDAQ stating that its common stock may be subject to delisting in accordance the NASDAQ rules. The Company‰Ûªs management attended a hearing on July 24, 2008 to request that NASDAQ grant the Company‰Ûªs request for an extension of time in which to comply with the NASDAQ listing standards. On July 29, 2008, the Company filed its quarterly report on Form 10-Q for the quarter ended March 31, 2008 and now believes it is in compliance with all SEC filing requirements. Additionally, on August 6, 2008, the Company received notification from NASDAQ informing the Company that the NASDAQ hearing panel had determined to continue listing the Company‰Ûªs common stock on the NASDAQ.During the course of the SEC inquiry, the Company became aware of allegations of misconduct relating to the Company‰Ûªs business practices in the Asia Pacific region that, if true, may constitute violations of the U.S. Foreign Corrupt Practices Act, or FCPA. These potential FCPA violations include alleged misconduct related to a Chinese customer and an Indonesian customer. In addition, the Special Committee was informed and made the Company aware of allegations of possible fraud perpetrated against the Company and violations of the Company‰Ûªs Code of Conduct and Ethics, or Policy. The allegations of possible fraud and violations of the Policy involve payments from a reseller to certain non-management employees (whose employment has since been terminated) and other potentially inappropriate commercial relationships between non-management employees and a reseller. On January 27, 2009, the Company received a subpoena from the SEC requesting documents related to the Company‰Ûªs business practices in Vietnam. In connection with such SEC investigation, the Company produced documents and provided testimony relevant to the SEC‰Ûªs investigation and is continuing to cooperate with the SEC in its investigation. In January 2010, the Company reached a tentative resolution with the staff of the SEC regarding the matters described above. Under the terms of the resolution, the Company will consent, without admitting or denying the allegations, to the entry of an injunction prohibiting violations of the non-fraud provisions of the FCPA and to pay a civil penalty of $300,000. The agreement requires approval by the SEC and is subject to court approval. The Company has incurred expenses related to the SEC inquiry of approximately $0.5 million and $2.5 million for 2009 and 2008, respectively. To date, the Company has incurred expenses related to the SEC investigation of approximately $3.0 million.‰Ûù",A2CGAOF4G65D67,No,2015-04-07 23:44:23 UTC
371DNNCG442OY4NV11Z2GDKKMQ88T2,234,WATTS WATER TECHNOLOGIES,"As stated in the SEC cease-and-desist order, Watts learned of the improper payments after launching an anti-corruption training program in the Spring of 2009 in response to a recent SEC enforcement action against another company for improper payments to design institute employees in China.  Watts retained outside counsel and initiated an internal investigation in July 2009.  The company self-reported in August 2009.Watts Water Technologies described the (then) ongoing investigation as follows in its SEC Form 10-K filed on March 1, 2011:""In 2009, the Company conducted an investigation into payments made by employees of CWV, at that time an indirect wholly-owned subsidiary of the Company in China, to individuals associated with state-owned agencies that may violate the United States Foreign Corrupt Practices Act (FCPA). The Company voluntarily disclosed this matter to the Securities and Exchange Commission (SEC) and the Department of Justice (DOJ). The Company had engaged in negotiations with the staff of the SEC and DOJ to resolve potential violations of the FCPA relating to these payments. Those negotiations reached a stage at which the Company was able to estimate a probable pre-tax charge in connection with these matters of approximately $5.3 million, which amount includes estimated disgorgement of profits and interest. This has been reflected in its results for the year ended December 31, 2010. The Company had recorded this charge, net of tax, in discontinued operations as these potential violations pertained to CWV, which had been classified as discontinued operations in 2009. The Company sold CWV in January 2010. There is currently no definitive agreement with the SEC staff or DOJ for the resolution of this matter, including with respect to any disgorgement of profits, fines, penalties or interest payment, and any agreement will be subject to the approval by the Commissioners of the SEC and senior DOJ personnel. Therefore, there can be no assurance that the Company's negotiations with the SEC staff and DOJ will result in a definitive agreement, and the amount of the loss upon final disposition of these matters may exceed the Company's current estimate . . . ""As previously disclosed, we have received information that employees of a former subsidiary of the Company in China made payments to employees of state-owned agencies. Such payments may violate the Foreign Corrupt Practices Act, or FCPA. We are conducting an investigation utilizing outside counsel and voluntarily disclosed this matter to the United States Department of Justice and the Securities and Exchange Commission. If violations are found, we may be subject to criminal and/or civil sanctions, including substantial fines. Negotiated dispositions of these types of violations also often result in an acknowledgement of wrongdoing by the entity and the appointment of a monitor on terms agreed upon with the Department of Justice and the Securities and Exchange Commission to review and monitor current and future business practices with the goal of assuring future FCPA compliance. The amount of any fines or monetary penalties which could be assessed would depend on, among other factors, findings regarding the amount, timing, nature and scope of any improper payments, whether any such payments were authorized by or made with knowledge of Watts or its affiliates, the amount of gross pecuniary gain or loss involved, and the level of cooperation provided to the government authorities during the investigation. Any determination that we have violated the FCPA could result in sanctions that could have a material adverse effect on our business prospects, operations, financial condition and cash flow.""",A2WGW5Y3ZFBDEC,Yes,2015-04-07 23:44:18 UTC
3IWA71V4TIG8B7DRDW31L29ZTR6X6O,235,WEATHERFORD,"Originally a Texas company, Weatherford relocated its corporate headquarters to Switzerland in 2008.  In its SEC Form 10-K filed on 8 March 2011, Weatherford disclosed that the U.S. Securities and Exchange Commission (""SEC"") and the U.S. Department of Justice (""DOJ"") were investigating Weatherford's participation in the United Nations Oil For Food (""OFF"") program in relation to sales of goods and services into Iraq:  ""The U.S. Department of Commerce, Bureau of Industry & Security, Office of Foreign Assets Control (""OFAC""), DOJ and SEC have undertaken investigations of allegations of improper sales of products and services by the Company and its subsidiaries in certain sanctioned countries. . . . ""In light of this investigation and of the current U.S. and foreign policy environment and the inherent uncertainties surrounding these countries, we decided in September 2007 to direct our foreign subsidiaries to discontinue doing business in countries that are subject to comprehensive U.S. economic and trade sanctions, specifically Cuba, Iran, and Sudan, as well as Syria. Effective September 2007, we ceased entering into any new contracts in these countries and began an orderly discontinuation and winding down of our existing business in these sanctioned countries. Effective March 31, 2008, we substantially completed our winding down of business in these countries. . . . ""The DOJ and SEC are investigating our compliance with the Foreign Corrupt Practices Act (‰ÛÏFCPA‰Ûù) and other laws worldwide. We have retained legal counsel, reporting to our audit committee, to investigate these matters and to cooperate fully with the DOJ and SEC. As part of our investigations, we have uncovered potential violations of U.S. law in connection with activities in West Africa. We have begun negotiations with the government agencies to resolve these matters, but we cannot yet anticipate the timing, outcome or possible impact of the ultimate resolution of the investigations, financial or otherwise. . . .""To date, we have incurred $49 million for costs in connection with our exit from sanctioned countries and incurred $113 million for legal and professional fees in connection with complying with and conducting these on-going investigations.""This statement was repeated in the Company's SEC Form 10-Q filed on 8 May 2012, with the following additional financial disclosure:  ‰ÛÏThrough March 31, 2012, we have incurred $43 million for costs in connection with our exit from sanctioned countries and incurred $125 million for legal and professional fees in connection with complying with and conducting these on-going investigations.‰Ûù  In its SEC Form 10-Q filed on 3 May 2013, the Company stated the following: ""As part of our internal investigations, we have uncovered potential violations of U.S. law in connection with activities in several jurisdictions. We have been in frequent negotiations with the government agencies to resolve these matters, and although these negotiations have advanced significantly, we cannot yet anticipate the timing, outcome or possible impact of the ultimate resolution of the investigations, financial or otherwise.""The Company filed an SEC Form 8-K on 30 July 2013, which said that it anticipated a ""$153 million potential FCPA and Oil-for-Food settlement with the U.S. government."" On 26 November 2013, the SEC charged Weatherford and three of its subsidiaries with violating the FCPA.  The SEC alleged that Weatherford and its three subsidiaries falsified its books and records to conceal not only these illicit payments, but also commercial transactions with Cuba, Iran, Syria, and Sudan that violated U.S. sanctions and export control laws.  Weatherford allegedly failed to establish an effective system of internal accounting controls to monitor risks of improper payments and prevent or detect misconduct.  The company allegedly reaped more than USD $59.3 million in profits from business obtained through improper payments, and more than USD $30 million in profits from its improper sales to sanctioned countries. According to the SEC‰Ûªs complaint, the misconduct went beyond the use of agents or other third parties.  For example, Weatherford allegedly paid for a 2006 FIFA World Cup trip by two of the officials, the July 2006 honeymoon of an official‰Ûªs daughter, and an October 2005 religious trip to Saudi Arabia by an official and his family that was improperly recorded as a donation in Weatherford‰Ûªs books and records.  Weatherford‰Ûªs Middle East subsidiary also allegedly made more than USD $1.4 million in improper payments to obtain nine contracts under the Oil-for-Food program in 2002.  Iraqi ministries demanded improper ‰ÛÏinland transportation fees‰Ûù in an effort to subvert the UN program.  Weatherford‰Ûªs subsidiary allegedly complied with the Iraqi demands and paid more than USD $115,000 in fees despite invoices that included charges inconsistent with the actual deliveries. Weatherford allegedly obtained more than USD $7 million in profits from the misconduct.The SEC‰Ûªs complaint also alleged that Weatherford failed to perform due diligence on a distributor suggested by an official at a national oil company in the Middle East.  From 2005 to 2011, Weatherford and its subsidiaries allegedly awarded more than USD $11.8 million in improper ‰ÛÏvolume discounts‰Ûù to the distributor ‰ÛÒ money allegedly intended for the creation of a slush fund to pay foreign officials. Weatherford and its subsidiaries agreed to pay approximately USD $252 million to settle with the SEC, DOJ Fraud Section, U.S. Attorney‰Ûªs Office for the Southern District of Texas, Department of Commerce‰Ûªs Bureau of Industry and Security, and Department of Treasury‰Ûªs Office of Foreign Assets Control.  According to the DOJ Litigation Release, approximately USD $100 million of the settlement was paid to settle export control violations.",A2CGAOF4G65D67,No,2015-04-07 23:41:27 UTC
3W3RSPVVGSRYDOM3VVYGQESSP4EUL1,236,WRIGHT MEDICAL GROUP,"Wright Medical Group described the ongoing investigation as follows in its SEC Form 10-K filed on 22 February 2010:""We are involved in government investigations, the results of which may adversely impact our business and results of operations, and lead to other government investigations or actions by other third parties. ""In December 2007, we received a subpoena from the U.S. Attorney's Office for the District of New Jersey requesting documents for the period January 1998 through the present related to any consulting and professional service agreements with orthopaedic surgeons in connection with U.S. hip or knee joint replacement procedures or products. We have cooperated and intend to continue to fully cooperate with the U.S. Department of Justice (DOJ) in this investigation. In June 2008, our principal operating subsidiary, Wright Medical Technology, Inc., received letters from the SEC and the DOJ informing us that they are conducting an informal investigation regarding potential violations of the Foreign Corrupt Practices Act (FCPA) in the sale of medical devices in a number of foreign countries by companies in the medical device industry. We understand that several other medical device companies received similar letters. We have cooperated and intend to continue to fully cooperate with this informal investigation. ""The results of these inquiries may not be known for some time. If we are found to have violated one or more applicable laws as a result of these investigations or we otherwise must resolve the matters, our business, financial condition and results of operations could be materially adversely affected and we may be required to significantly change some of our existing business practices. These pending investigations could lead to investigations by state authorities or other government agencies. Other companies facing similar investigations have been subject to shareholder derivative actions. In addition, these types of inquiries could increase our exposure to lawsuits by potential whistle blowers under the federal false claims acts. We intend to review and take appropriate actions with respect to any such investigations or proceedings; however, we cannot assure that the costs of investigating, defending, or resolving those investigations or proceedings would not have a material adverse effect on our results of operations, financial condition and cash flow. ""Cooperating with these inquiries requires considerable time and significant expense. During 2009 and 2008, we incurred $7.8 million and $7.6 million of expenses, respectively, associated with these U.S. government inquiries, primarily related to legal fees. We anticipate that future expenses related to these inquires may continue to be significant. In addition, upon the conclusion of these inquiries, we may incur significant expenses associated with compliance and monitoring. ""In 2007, as a result of a two-year government investigation regarding potential financial inducements paid to orthopaedic surgeons, five of our competitors entered into deferred prosecution or non-prosecution agreements with the DOJ, and four of those companies entered into settlement agreements with the U.S. Department of Health and Human Services, Office of the Inspector General. If we were to incur fines or enter into financial settlements, it is possible that they could have a material adverse effect to our results of operations, financial condition and cash flow.""Wright Medical Group disclosed as follows in a SEC Form 8-K released on 9 March 2010:""As previously disclosed, in June 2008 we received a letter from the Securities and Exchange Commission informing us that it was conducting an informal investigation regarding potential violations of the Foreign Corrupt Practices Act in the sale of medical devices in a number of foreign countries by companies in the medical device industry.  We have been advised by the Commission's Division of Enforcement, that this investigation has been completed as to us and that the Division of Enforcement does not intend to recommend any enforcement action by the Commission against us.""",A21YQXPL0SNNR2,No,2015-04-08 00:07:33 UTC
