HITID,CASE,ENFORCEMENT_RESULT,Worker1,Answer1,Worker2,Answer2,Agreement,Answer,Date,,Answer3
3AFT28WXLF21AIU0E6PUZS8BROKOID,240,"On 4 October 2012, media reports revealed that a subpoena had been served by the French investigating magistrates.  Although there was no official confirmation, media sources pointed to Jasbir Singh Chahl as the possible recipient of the summons.  Jasbir was allegedly involved in the purchase of the Scorpene submarine.The investigation is ongoing.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:06:52 UTC,,No
3MA5N0ATTCB0LMTQ5V1GT20AMU8WK8,241,"On 29 April 2010, the World Bank debarred Macmillan for a six-year period.  The debarment may be reduced to three years subject to continued cooperation from the company and its remedial efforts.On 22 July 2011, Macmillan agreed to pay a GBP 11,263,852.28 civil recovery order under Part 5 of the Proceeds of Crime Act 2002 in order to conclude the SFO investigation.  The company will also pay GBP 27,000 to cover the SFO costs of pursuing the order.   A compliance monitor was imposed for a 12-month period, who will report to the SFO and World Bank.The SFO highlighted Macmillan's cooperation and remedial efforts.",A2WGW5Y3ZFBDEC,I can't tell,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:03:08 UTC,,I can't tell
3CVBMEMMXBGUTHRHR2Q7OUL11MVH7N,242,"On 2 August 2010, Digi reported that received confirmation from the DOJ and SEC that the agencies would not be initiating any enforcement action against the company.  Digi's press release explained as follows: ""As previously reported in the third fiscal quarter 2010 earnings release of July 22, 2010, after receiving allegations regarding possible violations of our gifts, travel and entertainment policy for activities in the Asia Pacific (APAC) region by a few employees, we initiated an investigation of these policy and corresponding internal control issues, and any possible related violations of applicable law, including the Foreign Corrupt Practices Act (FCPA).  We voluntarily disclosed the allegations to the United States Department of Justice (DOJ) and the United States Securities and Exchange Commission (SEC).  The investigation has been under the direction of the Audit Committee, comprised solely of independent directors, utilizing outside counsel, and focused on the APAC region.  For completeness purposes, the investigation reviewed certain other foreign regions where no allegations have been made.  We believed the investigation was substantially complete, pending input from the DOJ and the SEC.  We have been providing the DOJ and SEC with updates and our proposed remediation plan.""Digi has now received confirmation through discussions with representatives of the DOJ and the SEC that they will not be initiating any enforcement proceedings against Digi, including not seeking any monetary or other sanctions. ""Based upon what we have learned from the investigation, we are strengthening our monitoring controls over foreign locations and other operational and regulatory compliance procedures, including third party assistance in implementation of our remediation plan.   We are also evaluating any impact of this matter on our Internal Controls over Financial Reporting.  Based on the results of our investigation, we are not aware of any material impacts to our reported consolidated financial statements that would require restatement, and no issues were detected outside of the Asia Pacific region.""In its SEC Form 10-K filed on 29 November 2010, Digi provided the following additional details regarding its investigation:""During the third quarter of fiscal 2010, we received allegations regarding possible violations of our gifts, travel and entertainment policy for activities in the Asia Pacific (APAC) region by a few employees. We initiated an investigation of these policy and corresponding internal control issues, and any possible related violations of applicable law, including the Foreign Corrupt Practices Act (FCPA). We voluntarily disclosed the allegations to the United States Department of Justice (DOJ) and the United States Securities and Exchange Commission (SEC). The investigation was under the direction of the Audit Committee, comprised solely of independent directors, utilizing outside counsel, and focused on the APAC region. For completeness purposes, the investigation reviewed certain other foreign regions where no allegations had been made. We provided the DOJ and SEC with updates and our proposed remediation plan.""We announced on August 2, 2010 that we received confirmation through discussions with representatives of the DOJ and the SEC that they would not be initiating any enforcement proceedings against Digi, including not seeking any monetary or other sanctions.""The investigation identified violations of company policy that primarily involved three individuals in Hong Kong and our former Chief Financial Officer. The investigation also found an unsubstantiated accrued liability recorded in Hong Kong. All four individuals were terminated or had resigned from the company as of May 12, 2010. While we determined that no adjustment was required to our previously reported consolidated financial statements, we recorded an immaterial outâˆ’ofâˆ’period adjustment during the third quarter of fiscal 2010 in order to correct the unsubstantiated accrued liability in Hong Kong.""Based upon what we learned from the investigation, we have and are further strengthening our monitoring controls over foreign locations and other operational and regulatory compliance procedures, including retention of third party assistance to enhance our controls. We incurred general and administrative expense of $1.4 million related to the cost of the investigation and remediation during fiscal 2010.""",AS9E0S6DBSWH7,No,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:04:32 UTC,,No
3ZLW647WALV8D8NC65KAO93J71S23M,244,"The charge against ACS was withdrawn by the Alberta Crown Prosecutor on 31 October 2006.  In November 2007, following a Preliminary Inquiry, the Provincial Court of Alberta dismissed all charges against PSS for the reasons enumerated in the attached ruling.  At the conclusion of the Preliminary Inquiry, the Alberta Crown Prosecutor had already advised the Court that he was withdrawing the allegation relating to the possibility of post-retirement employment.The Court found that there was no evidence and no reasonable inference that the alleged benefits were provided in to order to secure improper support for continuing the contract and that there was also no evidence and no reasonable inference that the conduct of the PSS employees at issue should be attributed to the company itself (no PSS employees were ever charged in connection with the matter).In separate proceedings in September 2007 and October 2008, after a full trial on the merits, the Edmonton police officers were also found innocent of any misconduct.",A2WGW5Y3ZFBDEC,No,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:01:20 UTC,,No
37AQKJ12TXO7WOFJ4ZAX79G71DHTTL,249,"In 2002, the High Court of Lesotho found Sole guilty of accepting bribes from various multinational companies that were attempting to secure LHWP contracts.  In 2003, Sole's appeal was denied.  He is currently serving a 15-year prison term.In 2003, the High Court convicted Acres of bribery and fined the company ZAR 15 million.  In 2004, Acres was debarred by the World Bank for a three-year term.In 2003, the High Court convicted Lahmeyer of bribery and fined the company ZAR 10.6 million.  The company appealed against the conviction and on appeal the fine was increased to ZAR 12 million. In 2006, Lahmeyer was debarred from World Bank contracts for a seven-year term.  In August 2011, two years ahead of schedule, the World Bank removed Lahmeyer from its list of illegible firms in recognition of the company's improved compliance efforts.In 2003, Jacobus Michiel Du Plooy, an intermediary acting behalf of Impregilo, which was the lead partner of the consortium that built the main dam in the project, pleaded guilty to paying bribes to Sole on behalf of Impregilo. In exchange for cooperation with prosecutors, the High Court fined Du Plooy ZAR 500,000 and sentenced him to a conditionally suspended prison term.In 2004, Spie Batignolles (now Schneider Electric SA), the multinational French construction company responsible for building the transfer tunnels in the project, pleaded guilty to sixteen counts of bribery.  The High Court imposed a fine of ZAR 10 million.  [While Schneider Electric became legally liable for the offenses  allegedly committed by Spie Batignolles prior to the merger, it did not itself have any involvement in the matter.]In 2006, Impregilo pleaded guilty and was fined ZAR 15 million by the High Court.Lahmeyer assisted prosecutors in their case against two other Lesotho officials, Reatile Mochebelele and Letlafuoa Molapo, former delegates of Lesotho on the Highlands Water Commission.  Mochebelele and Molapo were initially acquitted by the High Court but then found guilty on appeal. Other multinational companies involved with the LHWP were initially investigated in connection with the Sole bribery scandal - including Sir Alexander Gibb and Company and Balfour Beatty of the UK, ABB of Switzerland, and Sogreah, Dumez, and Cegelec of France - but it appears that no formal charges were brought against these entities.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:04:49 UTC,,Yes
32FESTC2NHQ5AKSXII5HNV25W5PCUD,250,"AlgeriaOn 6 June 2012,  employees of both Huawei and ZTE were convicted of bribery related to telephone company contracts in Algeria between 2003 and 2006.  The men, Mr. Xiao of Huawei and Mr. Chen and Mr. Dong of ZTE, were sentenced in absentia to ten years in prison, and fined USD 65,000, in a case concluded in Algiers by Judge Derbouchi.Mr. Boukhari, a former senior official with Algerie Telecom, and Mr. Madjdoub, a businessman who also holds Luxembourg citizenship, were found guilty of money laundering and mismanagement and received sentences of 18 years, along with a fine of USD 111,660, plus confiscation of any goods or wealth acquired during the period in question.Both companies, Huawei and ZTE, were fined, and have been debarred from bidding on public contracts in Algeria for two years.  It is the first time the Algerian government has ever banned a company from public tenders.  International warrants were issued for the arrest of the three Chinese employees.ZambiaThe Zambian government terminated its USD 210 million contract with ZTE as a result of the allegations.",A35DS4T8H1MWYD,Yes,AS9E0S6DBSWH7,Yes,Yes,Yes,2015-04-17 04:00:38 UTC,,Yes
3ODOP6T3ASKTV46G6JPTYEVPL1O247,252,An Italian court sentenced Maetz to a year and ten-month prison term.  Massimo De Carolis was sentenced to a three-year prison term.The Milan city government banned Vivendi Acqua from participating in the new bidding process.,A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:09:56 UTC,,Yes
3SBX2M1TKDNANN818UFUUWTS1724QN,256,The matter appears to be ongoing.,A1012N48J0Z65N,I can't tell,A35DS4T8H1MWYD,No,No,no_agreement,2015-04-17 04:04:50 UTC,,I can't tell
3CVBMEMMXBGUTHRHR2Q7OUL11MW7HE,257,"The investigations are ongoing; however, the head of the Czech Police stated at the outset that he does not believe the investigation could be successful because the alleged improper payments occurred ""so long ago.""",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:02:27 UTC,,No
302OLP89DZ7LVBEZCDOQNUQBP2WCA0,259,"The investigations appear to be ongoing. In February 2011, the World Bank withdrew its funding for a Strabag-led consortium to lead the Nairobi Toll Road project over concerns related to the company's ability to meet integrity benchmarks.  It appears that the Chinese government will take over the funding for the Kenyan project.  It is not clear whether the World Bank's concerns were related to Strabag's activities in Rwanda, as discussed above.",A2WGW5Y3ZFBDEC,No,A1012N48J0Z65N,Yes,No,no_agreement,2015-04-17 03:59:24 UTC,,No
3G57RS03HH5BRNAGKO833613LXJ25C,260,"SwitzerlandIn a 29 March 2012 press statement, SNC-Lavalin announced that Ben Aissa had been arrested in Switzerland, although specific details were unknown.  He has since been extradited to Canada to face charges there.On 13 April 2012, SNC-Lavalin announced that the RCMP had conducted another raid on its offices in connection with an investigation of ""certain individuals who are no longer employed by the Company."" The press report went on to say that the SNC-Lavalin is cooperating fully with the authorities but cannot comment on an ongoing investigation.In November 2012, Swiss prosecutors allegedly questioned Sami Bebawi, who served as manager of construction at SNC-Lavalin until January 2007.On 26 November 2012, Swiss authorities extended Riadh Ben Aissa's detention, as they sought to learn the destination of USD 139 million in funds deposited by SNC-Lavalin into accounts at a private bank, EFG, in Geneva.  According to a 25 November 2012 report in CBC News, Ben Aissa has been indicted in Switzerland on charges of money laundering and corruption.  CBC News also reports that a Swiss attorney associated with Ben Aissa (Roland Kaufmann) has been charged with money laundering and corruption for having set up two companies (Dinova and Duvel Securities) in the British Virgin Islands, which were involved in the money transfers.  CBC News says that a joint investigation is underway involving Canadian and Swiss authorities.  On 20 August 2014, Mr. Ben Aissa agreed to a deal with Swiss prosecutors that could lead to his extradition.  Switzerlandâ€™s Attorney-General's office said that Mr. Ben Aissa signed a plea deal with prosecutors on 4 August 2014, and a Swiss court is expected to rule on the plea deal in October.On 21 February 2013, Reuters reported that the Swiss authorities have extended their investigation to include SNC-Lavalin agent Farid Bedjaoui.  TunisiaVarious media reports in April 2012 revealed that SNC-Lavalin is under investigation by the Tunisian Commission of Inquiry into Corruption and Embezzlement regarding a CAD 320 million contract the company was awarded in 2010 with an Italian partner, Ansaldo Energia.India On 25 February 2011, it was reported that the Indian Central Bureau of Investigation (CBI) Special Court had again issued a summons to SNC-Lavalin in connection with the corruption scandal in India's Kerala state.  The court reportedly has also issued an arrest warrant for Klaus Triendl, former Senior Vice President at SNC-Lavalin, and initiated steps to extradite him to India. According to press reports, the CBI's ""SNC-Lavalin case"" is ongoing.  According to these reports, on 11 July 2012, the CBI presented documentation to the Kerala court substantiating efforts taken to effect the extradition of Klaus Triendl, including contacts with the Union Minister of External Affairs, the High Commission of India in Canada and the Canadian Police authorities.  In 2013, the Kerala court reportedly split the trial between Klaus Triendl and CPI state secretary Pinarayi Vijayan.Canada On 3 September 2011, it was reported that the Royal Canadian Mounted Police (""RCMP"") had initiated an investigation into the Company regarding alleged corruption involving a USD 1.2 billion World Bank loan for a USD 2.9 billion bridge project in Bangladesh and had executed several raids in Ontario.  In a press release on 6 September 2011, SNC-Lavalin confirmed the investigation.   On 11 April 2012, Mohammed Ismail, Director of International Projects at SNC-Lavalin Toronto and Ramesh Shah, former Vice President at SNC-Lavalin Toronto were charged with one count of violating the Corruption of Foreign Officials Act (""CFPOA"").  The two men appeared in a Toronto court on 25 June 2012 in order to set a date for their preliminary hearing, which will take place in 2013.On 28 November 2012, the L'Unite permanente anticorruption (""UPAC""), Quebec's anti-corruption unit, announced that its Investigation Service had arrested Pierre Duhaime, former Chief Executive Officer of SNC-Lavalin, at his home that morning, on suspicion of conspiracy to commit fraud, fraud and use of false documents.  In the same press statement, UPAC announced that mutual assistance proceedings are underway between UPAC and authorities in Switzerland regarding Riadh Ben Aissa.The Star reported that Pierre Duhaime was formally charged with fraud on 11 February 2013, to which he pleaded not guilty.In September 2013, the RMPC charged Kevin Wallace, former Senior Vice President of SNC-Lavalin International Inc, Zulfiquar Ali Bhuiyan, a Canadian citizen with ties to business in Bangladesh and Abul Hasan Chowdrey, a prominent Bangladeshi lobbyist, have been charged for violating Canada's Corruption of Foreign Public Officials Act related to the company's failed bid to oversee the building of the Padma Bridge in Bangladesh. Two lower-level SNC-Lavalin employees await trial in Toronto for similar allegations. On 21 January 2014, the RCMP in Montreal filed criminal charges against two former senior SNC-Lavalin executives. Mr. Roy, a former vice-president at SNC-Lavalin, was charged with fraud, bribing a foreign public official, and contravening a United Nations economic measures act related to Libya.  Mr. Bebawi was charged with fraud, two counts of laundering the proceeds of a crime, four counts of possession of property obtained by crime and one count of bribing a foreign public official.On 10 September 2014, police in Canada charged Mr. Kyres, a prominent lawyer who formerly headed the tax practice at the Montreal office of Dentons Canada LPP, for an alleged plot against a potential witness in connection with the SNC-Lavalin probe. Mr. Kyres was charged  with extortion and obstruction of justice, according to the Globe and Mail.  Mr. Kyres allegedly approached undercover police to obtain a statement from Riadh Ben Aissa, a former vice president of SNC-Lavalin who was in jail in Switzerland for money laundering, fraud, and corruption.  Sami Bebawi, another former senior SNC executive, was also charged with obstruction of justice on 10 September 2014. SNC Lavalin, claiming it was duped by its own executives, will recoup more than USD $13 million that was recovered in a bribery probe by the Royal Canadian Mounted Police.On 19 February 2015, the Royal Canadian Mounted Police's (RCMP) National Division charged SNC Lavalin Group Inc., its division SNC-Lavalin Construction Inc. and its subsidiary SNC-Lavalin International Inc. with violating the Corruption of Foreign Public Officials Act (CFPOA). The charges relate to CAN$47,689,868 (US$37,946,982) in alleged bribe payments made to Libyan officials between 2001 and 2013. A second count is for fraud of approximately CAN$130-million (US$103-million) related to construction projects in Libya, including the Great Man Made River Project.  BangladeshThe Bangladesh Anti-Corruption Commission (""ACC"") initiated an investigation of the matter.  On 2 July 2012, the ACC questioned Ziaul Haque, a local agent of SNC-Lavalin.  In a World Bank press release dated 20 September 2012, it is noted that the World Bank ""believes"" the Bangladeshi government to have put all officials suspected of involvement in the alleged corruption on leave pending the outcome of the investigation. The Chairman of the ACC, Ghulam Rahman, alleged on 27 November 2012 that ""[a]ttempts of bribery were made regarding the appointment of a consultant for the [Padma Bridge Project].""  Rahman also noted that World Bank investigators, who had visited Bangladesh in October, would return in early December 2012.Unconfirmed media reports on 18 December 2012 alleged that the ACC planned to issue a report accusing the former president of Candu Energy Inc. of conspiracy to bribe government officials. On 20 September 2012, the World Bank announced the conditional resumption of funding of the Padma Bridge Project.  Measures demanded by the World Bank include the introduction by Bangladesh of new procurement arrangements, with better oversight and transparency.  Bangladesh was also required to commit to the conduct of a ""full and fair"" investigation into the corruption allegations, and to allow the results of the investigation to be reviewed by an external panel, which will report its findings both to the Bangladeshi government and the World Bank.However, Bangladesh withdrew its request for World Bank funding for the Padma Bridge Project on 31 January 2013. The World Bank said on 1 February 2013 that Bangladesh's ""letter to the World Bank confirms the authorities' intent to continue the investigation of alleged corruption related to the project. The World Bank has taken note of the government's decision of not seeking renewed World Bank financing for the Padma Bridge, and it encourages the Anti-Corruption Commission to complete a full and fair investigation of the corruption allegations.""AlgeriaAccording to a CBC News report from 3 June 2013, police searched SNC-Lavalin's offices in Algiers. SNC-Lavalin's spokeswoman told CBC News that ""the authorities have given us no details"" about the investigation and that it ""included a search of our offices with which we co-operated in order to assist the authorities to obtain whatever information is needed to resolve the matters in question.""FranceThe investigation is ongoing.World Bank On 2 April 2012, the Company reported in a press release that ""one of its subsidiaries received formal notice from the World Bank that the rights of that subsidiary to bid on new World Bank projects have been temporarily suspended."" (By agreement, the other developments banks that were committed to funding portions of the project followed the World Bank suspension:  the Asian Development Bank (ADB) had pledged USD 610 million, Japan International Cooperation Agency (JICA) had committed USD 400 million and the Islamic Development Bank had promised USD 140 million.)   SNC-Lavalin acknowledged that the World Bank had issued an ""Early Temporary Suspension"" (""ETS"").  Under the World Bank's Sanctions Procedures, an ETS may be issued prior to the conclusion of an investigation by the Bank's integrity vice presidency, if there is sufficient evidence to conclude that a sanctionable practice has occurred, and that the appropriate sanction for such misconduct is a minimum of two years' debarment. A temporary suspension prevents a company from being awarded new World Bank-financed contracts for an initial period of six months, subject to possible extension for an additional six months.On 29 June 2012, the World Bank issued the following press statement: ""The World Bank has credible evidence corroborated by a variety of sources which points to a high-level corruption conspiracy among Bangladeshi government officials, SNC Lavalin executives and private individuals in connection with the Padma Multipurpose Bridge Project.  The World Bank provided evidence from two investigations to the Prime Minister, as well as the Minister of Finance and the Chairman of the Anti-Corruption Commission of Bangladesh (ACC) in September 2011 and April 2012. We urged the authorities of Bangladesh to investigate this matter fully and, where justified, prosecute those responsible for corruption.  We did so because we hoped the Government would give the matter the serious attention it warrants.  In Canada, where SNC Lavalin's headquarters are located, after executing numerous search warrants and a year-long investigation based on a referral from the World Bank, the Crown Prosecution Services brought corruption charges against two former SNC executives in connection with the Padma Bridge Project.""On 17 April 2013, the World Bank announced that it reached a settlement with SNC-Lavalin Inc. regarding allegations of misconduct in two World Bank projects. The settlement includes a 10-year debarment for SNC-Lavalin Inc. and over 100 of its affiliates. These companies have been barred from bidding on World Bank-financed projects for the 10-year period due to ""the company's misconduct in relation to the Padma Multipurpose Bridge Project in Bangladesh, as well as misconduct under another Bank-financed project."" The press release stated that the other project is the Rural Electrification and Transmission Project in Cambodia. The period of debarment can be reduced to eight years based on the Company's compliance with the debarment agreement. It is important to note that this debarment does not include all SNC-Lavalin Group Inc. subsidiaries and affiliates. SNC-Lavalin Inc. and these 100-plus affiliates represent a significant portion of the Group's business, but not all of it. Subsidiaries and affiliates of SNC-Lavalin Group Inc. that are not included in the debarment may still bid for World Bank projects provided that they comply with the relevant rules and procedures.",A2WGW5Y3ZFBDEC,I can't tell,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:11:35 UTC,,Yes
3L1EFR8WWT5ET4O4B90RZ50UGX69FT,261,ARGENTINAThe investigation appears to be ongoing. BRAZILThe investigation is ongoing.,A1012N48J0Z65N,I can't tell,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:02:16 UTC,,No
3HKIF5DF6YXK74KZMT69HQ06HC69GS,262,"On June 11, 2009, Gi-Hwan Jeong pleaded guilty in U.S. District Court for the Northern District of Texas.  On November 10, 2009, he was sentenced to five years in prison and a ordered to pay a USD 50,000 fine.Jeong's co-conspirators in the AAFES were prosecuted as well.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:55:39 UTC,,Yes
3V7ICJJAZAGNJH6CPCI4Z7YTF704BA,263,"On March 29, 2010, following a trial that was closed to the public, the Shanghai No. 1 Intermediate Peopleâ€™s Court found the four Rio Tinto employees guilty of accepting millions of dollars in bribes and stealing commercial secrets (there was no further mention of the initial charge that they paid bribes to Chinese officials).  The defendants were given sentences of between seven and fourteen years in prison and were ordered to pay hundreds of thousands of dollars in fines.  Stern Hu received seven years in prison for bribery and five years for stealing commercial secrets, which the court then reduced to a total of ten years.  Wang Yong, Ge Minqiang and Liu Caikui appealed their convictions; their appeal was rejected by the Higher People's Court of Shanghai on May 17, 2010.At the time of the conviction of the Rio Tinto employees, the Shanghai No. 1 Intermediate Peopleâ€™s Court stated that it also planned to charge at least two Chinese steel industry officials with passing trade secrets to the company.  Shortly following their convictions, the four employees were terminated by Rio Tinto.",A1012N48J0Z65N,Yes,A2WGW5Y3ZFBDEC,Yes,Yes,Yes,2015-04-17 03:58:18 UTC,,Yes
39AYGO6AFFK3ZDZNBQGSN0I1SNK6NM,265,"The matter is ongoing.  According to press reports in March 2011, Yang Fan and two Namibian officials involved in the case have raised a constitutional challenge to Namibia's Prevention of Organised Crime Act.",A2WGW5Y3ZFBDEC,No,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 03:57:47 UTC,,No
34OWYT6U3WHY3VQUCH6C22DMWPY9IK,268,The investigations are ongoing.,A2WGW5Y3ZFBDEC,No,A35DS4T8H1MWYD,No,Yes,No,2015-04-17 03:54:51 UTC,,No
3M93N4X8HKNC3L6Z35R3VYXC1SCJSH,269,"Afghanistan's Anti-Corruption Tribunal sentenced Shaw to two years in prison and imposed a USD 25,000 fine (the same amount as the alleged bribe payment).  Shaw's co-defendant, Maiwand Limar, was also sentenced to two years, without a fine.G4S then raised the case with the Foreign & Commonwealth Office in London and the new British Ambassador in Kabul.On July 4, 2010, an Afghan appeals court overturned Shaw's conviction and sentence, citing lack of evidence.  He will continue to be held in prison until completion of various legal formalities.  Shaw has reportedly described his time in the Pul-e-Charki prison as ""a living hell.""On July 9, 2010, G4S announced that Bill Shaw had been released from the Pul-i-Charki prison.",A2R0YYUAWNT7UD,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:03:40 UTC,,Yes
33NOQL7T9OZKKGWU7TOK21L18WIZ8I,270,"The investigations appear to be ongoing. United StatesOn 23 May 2013, the Wall Street Journal reported that the SEC has initiated an investigation into the allegations of bribery involving Ericsson in Romania. ChinaMedia reports on 18 November 2012 stated that an equipment procurement officer from Ericsson had been questioned by Chinese authorities, as part of the investigation of Li Hua, general manager of the Sichuan office of China Mobile, and Chen Binglan, deputy general manager of the same branch.  Li and Chen are in custody.  Another Chinese executive, Shen Changfu, former director of the Chongqing Telecom Administration and subsequently general manager of China Mobile Chongqing, was detained in an investigation by the Chinese authorities of procurement contracts with foreign suppliers, including Ericsson. It is unclear whether Ericsson itself is a subject of the Chinese investigation.",AS9E0S6DBSWH7,No,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:06:52 UTC,,No
3D5G8J4N5A4M9GJ89UAC8R4SYYXTV1,272,"According to press reports, on 27 March 2009, the 10th Criminal Bench at the Federal First Instance Court in Ethiopia found Miao Keyin guilty on two counts of importing undeclared goods and of bribing a customs officer.  He was sentenced to a 15-year prison term.  The company he worked for was unnamed.  The court also found Mesfin Zebene, an Ethiopian customs official, guilty of attempt to receive bribes and for failure to report to superiors on the inconsistency of the goods brought in and what was declared to customs on the commercial invoices.  He was sentenced to a 10-year prison term.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:59:51 UTC,,Yes
3ATYLI1PRT2X5TE6WOAUBTNB439OJP,273,"In 2004, Mexico's Ministry of Public Administration fined Areva MXN 341,100 and barred the company from participating in public tender procedures for two years.(Alstom, another French company, was similarly charged and penalized in connection with the matter.) There is no further information regarding the possible investigation of Areva or Areva executives by the Chinese authorities following the reported detention of the company's marketing director, Paul Felten, in 2009.  It appears that the government focused on enforcement of the Chinese officials at issue.  On 19 November 2010, Kang Rixin was convicted on corruption charges in Beijing's First Intermediary Court and sentenced to life in prison.The German investigation is ongoing.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:02:08 UTC,,Yes
3G9UA71JVVUQKNM7F2TS071GEE07JJ,276,The 2009 companies were fined a combined KRW 20.4 billion.  The 2011 companies were fined a combined USD 9.3 million.,A2R0YYUAWNT7UD,I can't tell,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 03:48:07 UTC,,Yes
3TL87MO8CMP9U6PD063H4ERPGROFLX,277,The SFO investigation was closed without action.,AS9E0S6DBSWH7,No,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:05:41 UTC,,No
33TGB4G0LPHED5O399BUWC1DE95TX4,278,"In April 2012, charges were brought against three men over misusing Foreign Ministry development aid for the deals.  In May 2013, the former employees of Instrumentarium were acquitted of corruption charges stemming from a deal in Costa Rica more than a decade ago. The Helsinki District Court tossed dropped the charges in May 2013.",A111JI6APXR6QV,No,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 03:48:27 UTC,,No
3E24UO25QZQLHYZZC5G52PI6IXP6O1,279,"According to press reports, the Beijing Higher People's Court convicted the Mitsui employee for bribery and sentenced him to a two-year prison term, to be followed by deportation.  The bribe-recipients - the division head and the vice minister - were each sentenced to 13 years in prison in 2001 for their roles in the matter.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:57:41 UTC,,Yes
3M0556243SKZI6SYCJJWH6VELMOFNZ,280,"An Argentine court indicted the President of the Chamber of the Restaurant Tickets industry (Camara de Empresas de Servicios de Vales) who also used to be a Director of an Accor subsidiary in Argentina, as well as the Argentine middleman who offered the bribes.  It is unclear what came of these proceedings.  Both defendants asked for ""diversion"" but the Prosecutor, quoting the UNCAC, refused any sort of agreement and asked for trial.  The Court of Cassasion currently reviewing the defendant s motion. On 27 February 2008, the Argentine NCP accepted the case as a ""specific instance.""  The NCP forwarded the complaint to Accor Services and invited the company to engage in a NCP-facilitated mediation process.  Accor Services engaged in the process and the matter was successfully concluded with a negotiated agreement in March 2009.  The details of the mediated settlement were not made public, but it is understood Accor Services agreed to make a financial contribution to an Argentinean NGO - Poder Ciudadano (the Argentine chapter of Transparency International) - to support its transparency and anti-corruption program.  The amount of the contribution was USD 60,000, much lower than the complainant's request for a contribution equal to 5% of the bribe offered.  The agreement also included protection for the workers affected by the outcome of the case.",A2WGW5Y3ZFBDEC,I can't tell,AS9E0S6DBSWH7,No,No,no_agreement,2015-04-17 04:04:41 UTC,,Yes
3K8CQCU3KE11TSET28TWLUHEGPDWND,282,"Mr. Hwang was sentenced to six years in prison and fined KRW 1,558,000,000 for receiving bribes in violation of the Act on the Aggravated Punishment, Etc. of Specific Economic Crimes and for offering bribes in violation of the Criminal Code. Mr. Chung (Representative Director of ""Company K"") was sentenced to one and a half years in prison for offering bribes in violation of the Act on the Aggravated Punishment, etc. of Specific Economic Crimes.Mr. Lee was sentenced to two and a half years in prison and fined KRW 35 million for bribery in violation of the Act on the Aggravated Punishment, Etc. of Specific Economic Crimes.Mr. Chung (KTX's Treasury Manager) was sentenced to two and a half years in prison with two years of probation and fined KRW 21,950,000 for bribery in violation of the Act on the Aggravated Punishment, Etc. of Specific Economic Crimes and the Criminal Code.Mr. Yang was handed a suspended jail sentence and fined KRW 2,508,903 for bribery in violation of the Criminal Code.(Other relevant persons were sentenced imprisonment of between one and a half years and five years.)",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:04:25 UTC,,Yes
30OITAWPBQ3Y70FA6ZOR2QC7WCJH9Z,283,Lee was charged and sentenced to one year in prison by the Incheon District Court for his role in the conduct.  Neither CASA nor any CASA employee was charged in connection with the matter.,A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:10:00 UTC,,Yes
